date,year,month,day,event_text,category,source_pages
1894-07-04,1894,7,4,The short-lived Republic of Hawaii is proclaimed by Sanford B. Dole.,standard,Republic_of_Hawaii; Sanford_B._Dole
1894-07-22,1894,7,22,"The first ever motor race is held in France between the cities of Paris and Rouen. The fastest finisher was the Comte Jules-Albert de Dion, but the ""official"" victory was awarded to Albert Lemaître driving his three-horsepower petrol engined Peugeot.",standard,Paris–Rouen_(motor_race); Jules-Albert_de_Dion; Albert_Lemaître; Peugeot
1894-07-25,1894,7,25,The First Sino-Japanese War begins when the Japanese fire upon a Chinese warship.,standard,First_Sino-Japanese_War
1894-08-01,1894,8,1,"The Empire of Japan and Qing China declare war on each other after a week of fighting over Korea, formally inaugurating the First Sino-Japanese War.",standard,Empire_of_Japan; Qing_dynasty; First_Sino-Japanese_War
1894-08-22,1894,8,22,Mahatma Gandhi forms the Natal Indian Congress (NIC) in order to fight discrimination against Indian traders in Natal.,standard,Mahatma_Gandhi; Natal_Indian_Congress
1894-08-25,1894,8,25,Kitasato Shibasaburō discovers the infectious agent of the bubonic plague and publishes his findings in The Lancet.,standard,Kitasato_Shibasaburō; Bubonic_plague; The_Lancet
1894-09-01,1894,9,1,"Over 400 people die in the Great Hinckley Fire, a forest fire in Hinckley, Minnesota.",standard,"Great_Hinckley_Fire; Wildfire; Hinckley,_Minnesota"
1894-09-15,1894,9,15,"First Sino-Japanese War: Japan defeats the Qing dynasty in the Battle of Pyongyang, causing the Qing army to withdraw to the Chinese border with Korea.",standard,First_Sino-Japanese_War; Empire_of_Japan; Qing_dynasty; Battle_of_Pyongyang_(1894); September_15
1894-09-17,1894,9,17,"Battle of the Yalu River, the largest naval engagement of the First Sino-Japanese War.",standard,Battle_of_the_Yalu_River_(1894); First_Sino-Japanese_War
1894-10-24,1894,10,24,"First Sino-Japanese War: Battle of Jiuliancheng: Under the command of General Yamagata Aritomo, the Imperial Japanese Army covertly crosses the Yalu River into Qing territory and launches an assault on the fortifications at Hushan.",standard,First_Sino-Japanese_War; Battle_of_Jiuliancheng; Yamagata_Aritomo; Imperial_Japanese_Army; Yalu_River; Qing_dynasty; Hushan_Great_Wall; October_24
1894-11-01,1894,11,1,"Nicholas II becomes the new (and last) Tsar of Russia after his father, Alexander III, dies.",standard,Nicholas_II; Russian_Empire; Alexander_III_of_Russia
1894-11-01,1894,11,1,"Buffalo Bill, 15 of his Native Americans, and Annie Oakley were filmed by Thomas Edison in his Black Maria Studio in West Orange, New Jersey.",standard,"Buffalo_Bill; Annie_Oakley; Thomas_Edison; Edison's_Black_Maria; West_Orange,_New_Jersey"
1894-11-17,1894,11,17,"H. H. Holmes, one of the first modern serial killers, is arrested in Boston, Massachusetts.",standard,H._H._Holmes; Serial_killer; Boston
1894-11-21,1894,11,21,"Port Arthur, China, falls to the Japanese, a decisive victory of the First Sino-Japanese War; Japanese troops are accused of massacring the remaining inhabitants.",standard,"Lüshunkou,_Dalian; Battle_of_Lüshunkou; First_Sino-Japanese_War; Port_Arthur_massacre_(China)"
1894-12-22,1894,12,22,"The Dreyfus affair begins in France, when Alfred Dreyfus is wrongly convicted of treason.",standard,Dreyfus_affair; Alfred_Dreyfus; Treason; December_22
1895-01-05,1895,1,5,Dreyfus affair: French army officer Alfred Dreyfus is stripped of his rank and sentenced to life imprisonment on Devil's Island.,standard,Dreyfus_affair; Alfred_Dreyfus; Devil's_Island; January_5
1895-01-12,1895,1,12,The National Trust is founded in the United Kingdom.,standard,National_Trust; January_12
1895-01-13,1895,1,13,"First Italo-Ethiopian War: The war's opening battle, the Battle of Coatit, occurs; it is an Italian victory.",standard,First_Italo-Ethiopian_War; Battle_of_Coatit
1895-02-01,1895,2,1,"Fountains Valley, Pretoria, the oldest nature reserve in Africa, is proclaimed by President Paul Kruger.",standard,"Fountains_Valley,_Pretoria; Nature_reserve; Paul_Kruger"
1895-02-09,1895,2,9,"William G. Morgan creates a game called Mintonette, which soon comes to be referred to as volleyball.",standard,William_G._Morgan; Volleyball
1895-02-24,1895,2,24,"Revolution breaks out in Baire, a town near Santiago de Cuba, beginning the Cuban War of Independence; the war ends along with the Spanish–American War in 1898.",standard,Revolution; Santiago_de_Cuba; Cuban_War_of_Independence; Spanish–American_War; February_24
1895-03-22,1895,3,22,"Before the Société pour L'Encouragement à l'Industrie, brothers Auguste and Louis Lumière demonstrate movie film technology publicly for the first time.",standard,Auguste_and_Louis_Lumière; Film; March_22
1895-04-03,1895,4,3,"The trial in the libel case brought by Oscar Wilde begins, eventually resulting in his imprisonment on charges of homosexuality.",standard,Defamation; Oscar_Wilde; Homosexuality; April_3
1895-04-08,1895,4,8,In Pollock v. Farmers' Loan & Trust Co. the Supreme Court of the United States declares unapportioned income tax to be unconstitutional.,standard,Pollock_v._Farmers'_Loan_&_Trust_Co.; Supreme_Court_of_the_United_States; Income_tax_in_the_United_States; Constitutionality; April_8
1895-04-14,1895,4,14,"The 1895 Ljubljana earthquake, both the most and last destructive earthquake in the area, occurs.",standard,1895_Ljubljana_earthquake; April_14
1895-04-17,1895,4,17,"The Treaty of Shimonoseki between China and Japan is signed. This marks the end of the First Sino-Japanese War, and the defeated Qing Empire is forced to renounce its claims on Korea and to concede the southern portion of the Fengtian province, Taiwan and the Penghu to Japan.",standard,Treaty_of_Shimonoseki; First_Sino-Japanese_War; Qing_dynasty; Liaoning; Taiwan; Penghu
1895-04-24,1895,4,24,"Joshua Slocum, the first person to sail single-handedly around the world, sets sail from Boston, Massachusetts aboard the sloop Spray.",standard,Joshua_Slocum; April_24
1895-05-07,1895,5,7,"In Saint Petersburg, Russian scientist Alexander Stepanovich Popov demonstrates to the Russian Physical and Chemical Society his invention, the Popov lightning detector—a primitive radio receiver. In some parts of the former Soviet Union the anniversary of this day is celebrated as Radio Day.",standard,Saint_Petersburg; Aleksandr_Popov_(physicist); Lightning; Radio_receiver; Soviet_Union; Radio_Day
1895-05-25,1895,5,25,"Playwright, poet and novelist Oscar Wilde is convicted of ""committing acts of gross indecency with other male persons"" and sentenced to serve two years in prison.",standard,Oscar_Wilde; Labouchère_Amendment; Homosexuality
1895-05-25,1895,5,25,"The Republic of Formosa is formed, with Tang Jingsong as its president.",standard,Republic_of_Formosa; Tang_Jingsong; List_of_rulers_of_Taiwan
1895-06-11,1895,6,11,"Paris–Bordeaux–Paris, sometimes called the first automobile race in history or the ""first motor race"", takes place.",standard,Paris–Bordeaux–Paris
1895-06-13,1895,6,13,"Émile Levassor wins the world's first real automobile race. Levassor completed the 732-mile course, from Paris to Bordeaux and back, in just under 49 hours, at a then-impressive speed of about fifteen miles per hour (24 km/h).",standard,Émile_Levassor; June_13
1895-06-20,1895,6,20,"The Kiel Canal, crossing the base of the Jutland peninsula and the busiest artificial waterway in the world, is officially opened.",standard,Kiel_Canal; Jutland
1895-06-27,1895,6,27,"The inaugural run of the Baltimore and Ohio Railroad's Royal Blue from Washington, D.C., to New York City, the first U.S. passenger train to use electric locomotives.",standard,Baltimore_and_Ohio_Railroad; Royal_Blue_(train); Electric_locomotive
1895-06-28,1895,6,28,"The United States Court of Private Land Claims rules James Reavis's claim to Barony of Arizona is ""wholly fictitious and fraudulent.""",standard,United_States_Court_of_Private_Land_Claims; James_Reavis
1895-08-27,1895,8,27,"Japanese invasion of Taiwan: Battle of Baguashan: The Empire of Japan decisively defeats a smaller Formosan army at Changhua, crippling the short-lived Republic of Formosa and leading to its surrender two months later.",standard,Japanese_invasion_of_Taiwan_(1895); Battle_of_Baguashan; Empire_of_Japan; Republic_of_Formosa; Changhua; August_27
1895-08-31,1895,8,31,German Count Ferdinand von Zeppelin patents his navigable balloon.,standard,Ferdinand_von_Zeppelin; Zeppelin
1895-09-03,1895,9,3,"John Brallier becomes the first openly paid professional American football player, when he was paid US$10 by David Berry, to play for the Latrobe Athletic Association in a 12–0 win over the Jeanette Athletic Association.",standard,John_Brallier; American_football; Dave_Berry_(American_football); Latrobe_Athletic_Association; Jeannette_Athletic_Club
1895-10-04,1895,10,4,Horace Rawlins wins the first U.S. Open Men's Golf Championship.,standard,Horace_Rawlins
1895-10-08,1895,10,8,Korean Empress Myeongseong is assassinated by Japanese infiltrators.,standard,Empress_Myeongseong
1895-10-21,1895,10,21,The capitulation of Tainan completes the Japanese conquest of Taiwan.,standard,Capitulation_of_Tainan
1895-10-22,1895,10,22,"In Paris an express train derails after overrunning the buffer stop, crossing almost 30 metres (100 ft) of concourse before crashing through a wall and falling 10 metres (33 ft) to the road below.",standard,Montparnasse_derailment; October_22
1895-10-31,1895,10,31,"The strongest earthquake in the Midwestern United States since 1812 strikes near Charleston, Missouri, causing damage and killing at least two.",standard,1895_Charleston_earthquake; October_31
1895-11-05,1895,11,5,George B. Selden is granted the first U.S. patent for an automobile.,standard,George_B._Selden; Patent
1895-11-08,1895,11,8,"While experimenting with electricity, Wilhelm Röntgen discovers the X-ray.",standard,Wilhelm_Röntgen; X-ray
1895-11-27,1895,11,27,"At the Swedish–Norwegian Club in Paris, Alfred Nobel signs his last will and testament, setting aside his estate to establish the Nobel Prize after he dies.",standard,Alfred_Nobel; Will_and_testament; Nobel_Prize
1895-11-28,1895,11,28,"The first American automobile race takes place over the 54 miles from Chicago's Jackson Park to Evanston, Illinois. Frank Duryea wins in approximately 10 hours.",standard,"Chicago_Times-Herald_race; Jackson_Park_(Chicago); Evanston,_Illinois; J._Frank_Duryea"
1895-12-05,1895,12,5,New Haven Symphony Orchestra of Connecticut performs its first concert.,standard,New_Haven_Symphony_Orchestra; December_5
1895-12-28,1895,12,28,The Lumière brothers perform for their first paying audience at the Grand Cafe in Boulevard des Capucines.,standard,Auguste_and_Louis_Lumière
1895-12-28,1895,12,28,"Wilhelm Röntgen publishes a paper detailing his discovery of a new type of radiation, which later will be known as x-rays.",standard,Wilhelm_Röntgen; Radiation; X-ray
1896-01-04,1896,1,4,Utah is admitted as the 45th U.S. state.,standard,Utah; U.S._state; January_4
1896-01-18,1896,1,18,An X-ray generating machine is exhibited for the first time by H. L. Smith.,standard,X-ray; X-ray_machine
1896-01-28,1896,1,28,"Walter Arnold of East Peckham, Kent, becomes the first person to be convicted of speeding. He was fined one shilling, plus costs, for speeding at 8 mph (13 km/h), thereby exceeding the contemporary speed limit of 2 mph (3.2 km/h).",standard,East_Peckham; Speed_limit; Shilling_(British_coin)
1896-02-01,1896,2,1,"La bohème premieres in Turin at the Teatro Regio (Turin), conducted by the young Arturo Toscanini.",standard,La_bohème; Teatro_Regio_(Turin); Arturo_Toscanini
1896-02-21,1896,2,21,"An Englishman raised in Australia, Bob Fitzsimmons, fought an Irishman, Peter Maher, in an American promoted event which technically took place in Mexico, winning the 1896 World Heavyweight Championship in boxing.",standard,Bob_Fitzsimmons; Peter_Maher_(boxer); Bob_Fitzsimmons_vs._Peter_Maher; Boxing
1896-03-01,1896,3,1,"Battle of Adwa: An Ethiopian army defeats an outnumbered Italian force, ending the First Italo-Ethiopian War.",standard,Battle_of_Adwa; Ethiopia; Kingdom_of_Italy; First_Italo-Ethiopian_War; March_1
1896-03-01,1896,3,1,Henri Becquerel discovers radioactive decay.,standard,Henri_Becquerel; Radioactive_decay
1896-03-20,1896,3,20,"With the approval of Emperor Guangxu, the Qing dynasty post office is opened, marking the beginning of a postal service in China.",standard,Guangxu_Emperor
1896-03-22,1896,3,22,Charilaos Vasilakos wins the first modern Olympic marathon race with a time of three hours and 18 minutes.,standard,Charilaos_Vasilakos; Marathon; March_22
1896-03-26,1896,3,26,"An explosion at the Brunner Mine near Greymouth, New Zealand, kills 65 coal miners in the country's worst industrial accident.",standard,Brunner_Mine_disaster; Brunner_Mine; Greymouth; March_26
1896-04-06,1896,4,6,"In Athens, the opening of the first modern Olympic Games is celebrated, 1,500 years after the original games are banned by Roman emperor Theodosius I.",standard,Athens; 1896_Summer_Olympics; Roman_emperor; Theodosius_I
1896-04-10,1896,4,10,1896 Summer Olympics: The Olympic marathon is run ending with the victory of Greek athlete Spyridon Louis.,standard,1896_Summer_Olympics; Marathon; Spyridon_Louis; April_10
1896-04-15,1896,4,15,"Closing ceremony of the Games of the I Olympiad in Athens, Greece.",standard,1896_Summer_Olympics; Athens; April_15
1896-05-01,1896,5,1,"Naser al-Din, Shah of Iran, is assassinated in Shah Abdol-Azim Shrine by Mirza Reza Kermani, a follower of Jamal al-Din al-Afghani.",standard,Naser_al-Din_Shah_Qajar; Qajar_dynasty; Shah_Abdol-Azim_Shrine; Mirza_Reza_Kermani; Jamal_al-Din_al-Afghani; May_1
1896-05-18,1896,5,18,"The United States Supreme Court rules in Plessy v. Ferguson that the ""separate but equal"" doctrine is constitutional.",standard,Supreme_Court_of_the_United_States; Plessy_v._Ferguson; Separate_but_equal
1896-05-18,1896,5,18,"Khodynka Tragedy: A mass panic on Khodynka Field in Moscow during the festivities of the coronation of Russian Tsar Nicholas II results in the deaths of 1,389 people.",standard,Khodynka_Tragedy; Mass_psychogenic_illness; Khodynka_Field; Coronation; Nicholas_II
1896-05-26,1896,5,26,Nicholas II is crowned as the last Tsar of Imperial Russia.,standard,Nicholas_II; Coronation_of_Nicholas_II_and_Alexandra_Feodorovna; Tsar; Russian_Empire
1896-05-26,1896,5,26,Charles Dow publishes the first edition of the Dow Jones Industrial Average.,standard,Charles_Dow; Dow_Jones_Industrial_Average
1896-05-27,1896,5,27,"The F4-strength St. Louis–East St. Louis tornado hits in St. Louis, Missouri, and East St. Louis, Illinois, killing at least 255 people and causing over $10 million in damage.",standard,"Fujita_scale; 1896_St._Louis–East_St._Louis_tornado; St._Louis; East_St._Louis,_Illinois"
1896-06-02,1896,6,2,Guglielmo Marconi applies for a patent for his wireless telegraph.,standard,Guglielmo_Marconi; Patent; Wireless_telegraphy
1896-06-04,1896,6,4,"Henry Ford completes the Ford Quadricycle, his first gasoline-powered automobile and also gives it a successful test run.",standard,Henry_Ford; Ford_Quadricycle
1896-06-15,1896,6,15,"One of the deadliest tsunamis in Japan's history kills more than 22,000 people.",standard,1896_Sanriku_earthquake; June_15
1896-06-28,1896,6,28,"An explosion in the Newton Coal Company's Twin Shaft Mine in Pittston, Pennsylvania results in a massive cave-in that kills 58 miners.",standard,"Twin_Shaft_disaster; Pittston,_Pennsylvania"
1896-07-09,1896,7,9,William Jennings Bryan delivers his Cross of Gold speech advocating bimetallism at the 1896 Democratic National Convention in Chicago.,standard,William_Jennings_Bryan; Cross_of_Gold_speech; Bimetallism; 1896_Democratic_National_Convention; Chicago
1896-07-28,1896,7,28,The city of Miami is incorporated.,standard,Miami
1896-08-16,1896,8,16,"Skookum Jim Mason, George Carmack and Dawson Charlie discover gold in a tributary of the Klondike River in Canada, setting off the Klondike Gold Rush.",standard,Keish; George_Carmack; Dawson_Charlie; Klondike_River; Klondike_Gold_Rush
1896-08-17,1896,8,17,Bridget Driscoll became the first recorded case of a pedestrian killed in a collision with a motor car in the United Kingdom.,standard,Death_of_Bridget_Driscoll
1896-08-27,1896,8,27,"Anglo-Zanzibar War: The shortest war in world history (09:02 to 09:40), between the United Kingdom and Zanzibar.",standard,Anglo-Zanzibar_War; Zanzibar
1896-08-30,1896,8,30,"Philippine Revolution: After Spanish victory in the Battle of San Juan del Monte, eight provinces in the Philippines are declared under martial law by the Spanish Governor-General Ramón Blanco y Erenas.",standard,"Philippine_Revolution; Battle_of_San_Juan_del_Monte; Philippines; Governor-General_of_the_Philippines; Ramón_Blanco,_1st_Marquess_of_Peña_Plata"
1896-09-21,1896,9,21,Anglo-Egyptian conquest of Sudan: British forces under the command of Horatio Kitchener take Dongola.,standard,"Anglo-Egyptian_conquest_of_Sudan; Herbert_Kitchener,_1st_Earl_Kitchener; Dongola"
1896-09-22,1896,9,22,Queen Victoria surpasses her grandfather King George III as the longest reigning monarch in British history (later surpassed by her great-great-granddaughter Elizabeth II on 9 September 2015).,standard,Queen_Victoria; Elizabeth_II; September_22
1896-11-01,1896,11,1,A picture showing the bare breasts of a woman appears in National Geographic magazine for the first time.,standard,National_Geographic
1896-11-17,1896,11,17,"The Western Pennsylvania Hockey League, which later became the first ice hockey league to openly trade and hire players, began play at Pittsburgh's Schenley Park Casino.",standard,Western_Pennsylvania_Hockey_League; Ice_hockey; 1896–97_WPHL_season; Pittsburgh; Schenley_Park_Casino
1896-11-27,1896,11,27,Also sprach Zarathustra by Richard Strauss is first performed.,standard,Also_sprach_Zarathustra; Richard_Strauss
1896-12-10,1896,12,10,Alfred Jarry's Ubu Roi premieres in Paris. A riot breaks out at the end of the performance.,standard,Alfred_Jarry; Ubu_Roi
1896-12-14,1896,12,14,The Glasgow Underground Railway is opened by the Glasgow District Subway Company.,standard,Glasgow_Subway; December_14
1896-12-17,1896,12,17,"Pittsburgh, Pennsylvania's Schenley Park Casino, which was the first multi-purpose arena with the technology to create an artificial ice surface in North America, is destroyed in a fire.",standard,Pittsburgh; Schenley_Park_Casino; Arena
1896-12-30,1896,12,30,Filipino patriot and reform advocate José Rizal is executed by a Spanish firing squad in Manila.,standard,José_Rizal; Execution_by_firing_squad; Manila
1896-12-30,1896,12,30,"Canadian ice hockey player Ernie McLea scores the first hat-trick in Stanley Cup play, and the Cup-winning goal as the Montreal Victorias defeat the Winnipeg Victorias 6–5.",standard,Ice_hockey; Ernie_McLea; Hat-trick; Stanley_Cup; Montreal_Victorias; Winnipeg_Victorias
1897-02-01,1897,2,1,"Shinhan Bank, the oldest bank in South Korea, opens in Seoul.",standard,Shinhan_Bank; List_of_banks_in_South_Korea; Seoul
1897-04-18,1897,4,18,The Greco-Turkish War is declared between Greece and the Ottoman Empire.,standard,Greco-Turkish_War_(1897); Ottoman_Empire
1897-04-30,1897,4,30,"J. J. Thomson of the Cavendish Laboratory announces his discovery of the electron as a subatomic particle, over 1,800 times smaller than a proton (in the atomic nucleus), at a lecture at the Royal Institution in London.",standard,J._J._Thomson; Cavendish_Laboratory; Electron; Subatomic_particle; Proton; Royal_Institution; April_30
1897-06-16,1897,6,16,A treaty annexing the Republic of Hawaii to the United States is signed; the Republic would not be dissolved until a year later.,standard,Republic_of_Hawaii
1897-06-22,1897,6,22,"British colonial officers Charles Walter Rand and Lt. Charles Egerton Ayerst are assassinated in Pune, Maharashtra, India by the Chapekar brothers and Mahadeo Vinayak Ranade, who are later caught and hanged.",standard,British_Overseas_Territories; Pune; Maharashtra; Chapekar_brothers
1897-07-02,1897,7,2,British-Italian engineer Guglielmo Marconi obtains a patent for radio in London.,standard,Guglielmo_Marconi; History_of_radio
1897-07-11,1897,7,11,Salomon August Andrée leaves Spitsbergen to attempt to reach the North Pole by balloon.,standard,Salomon_August_Andrée; Spitsbergen; North_Pole; Balloon
1897-07-25,1897,7,25,"American author Jack London embarks on a sailing trip to take part in the Klondike's gold rush, from which he wrote his first successful stories.",standard,"Jack_London; Klondike,_Yukon; Gold_rush; July_25"
1897-07-26,1897,7,26,"Anglo-Afghan War: The Pashtun fakir Saidullah leads an army of more than 10,000 to begin a siege of the British garrison in the Malakand Agency of the North West Frontier Province of India.",standard,Anglo-Afghan_War; Pashtuns; Fakir; Sartor_Faqir; Siege_of_Malakand; Malakand_Agency; Khyber_Pakhtunkhwa
1897-08-02,1897,8,2,Anglo-Afghan War: The Siege of Malakand ends when a relief column is able to reach the British garrison in the Malakand states.,standard,Anglo-Afghan_War; Siege_of_Malakand; British_Indian_Army; Malakand_Agency
1897-08-08,1897,8,8,Italian anarchist Michele Angiolillo assassinates Spanish Prime Minister Antonio Cánovas del Castillo,standard,Assassination_of_Antonio_Cánovas_del_Castillo; August_8
1897-08-09,1897,8,9,"The first International Congress of Mathematicians is held in Zürich, Switzerland.",standard,International_Congress_of_Mathematicians; Zurich; August_9
1897-09-01,1897,9,1,"The Tremont Street Subway in Boston opens, becoming the first underground rapid transit system in North America.",standard,Tremont_Street_subway; Rapid_transit
1897-09-10,1897,9,10,"Lattimer massacre: A sheriff's posse kills 19 unarmed striking immigrant miners in Lattimer, Pennsylvania, United States.",standard,Lattimer_massacre; Posse_comitatus
1897-09-11,1897,9,11,"After months of pursuit, generals of Menelik II of Ethiopia capture Gaki Sherocho, the last king of the Kaffa.",standard,Menelik_II; Gaki_Sherocho; Kingdom_of_Kaffa
1897-09-12,1897,9,12,"Tirah campaign: In the Battle of Saragarhi, ten thousand Pashtun tribesmen suffer several hundred casualties while attacking 21 Sikh soldiers in British service.",standard,Tirah_campaign; Battle_of_Saragarhi
1897-11-01,1897,11,1,The first Library of Congress building opens its doors to the public; the library had previously been housed in the Congressional Reading Room in the U.S. Capitol.,standard,Library_of_Congress; United_States_Capitol
1897-11-01,1897,11,1,Italian Sport-Club Juventus is founded by a group of students of Liceo Classico Massimo d'Azeglio.,standard,Juventus_FC; Liceo_Classico_Massimo_d'Azeglio; November_1
1897-12-06,1897,12,6,London becomes the world's first city to host licensed taxicabs.,standard,Taxi
1897-12-30,1897,12,30,The British Colony of Natal annexes Zululand.,standard,Colony_of_Natal; Zulu_Kingdom
1898-01-01,1898,1,1,"New York, New York annexes land from surrounding counties, creating the City of Greater New York. The four initial boroughs, Manhattan, Brooklyn, Queens, and The Bronx, are joined on January 25 by Staten Island to create the modern city of five boroughs.",standard,New_York_City; City_of_Greater_New_York; Boroughs_of_New_York_City; Manhattan; Brooklyn; Queens; The_Bronx; Staten_Island
1898-01-13,1898,1,13,Émile Zola's J'accuse…! exposes the Dreyfus affair.,standard,Émile_Zola; J'Accuse...!; Dreyfus_affair
1898-02-07,1898,2,7,Dreyfus affair: Émile Zola is brought to trial for libel for publishing J'Accuse...!,standard,Dreyfus_affair; Émile_Zola; Defamation; J'Accuse...!; February_7
1898-02-15,1898,2,15,"The battleship USS Maine explodes and sinks in Havana harbor in Cuba, killing about 274 of the ship's roughly 354 crew. The disaster pushes the United States to declare war on Spain.",standard,USS_Maine_(1890); Havana; Cuba; February_15; United_States; Spanish–American_War; Spain
1898-02-23,1898,2,23,"Émile Zola is imprisoned in France after writing J'Accuse…!, a letter accusing the French government of antisemitism and wrongfully imprisoning Captain Alfred Dreyfus.",standard,Émile_Zola; J'Accuse...!; Antisemitism; Captain_(armed_forces); Alfred_Dreyfus
1898-02-27,1898,2,27,King George I of Greece survives an assassination attempt.,standard,George_I_of_Greece
1898-03-16,1898,3,16,"In Melbourne, the representatives of five colonies adopt a constitution, which would become the basis of the Commonwealth of Australia.[page needed]",standard,Melbourne; Constitution_of_Australia; Australia; March_16; Wikipedia:Citing_sources
1898-04-20,1898,4,20,"U.S. President William McKinley signs a joint resolution to Congress for declaration of war against Spain, beginning the Spanish–American War.",standard,William_McKinley; Spanish–American_War; April_20
1898-04-21,1898,4,21,"Spanish–American War: The United States Navy begins a blockade of Cuban ports. When the U.S. Congress issued a declaration of war on April 25, it declared that a state of war had existed from this date.",standard,Spanish–American_War; Captaincy_General_of_Cuba; United_States_Congress; Declaration_of_war
1898-04-22,1898,4,22,"Spanish–American War: President William McKinley calls for 125,000 volunteers to join the National Guard and fight in Cuba, while Congress more than doubles regular Army forces to 65,000.",standard,Spanish–American_War; William_McKinley; National_Guard_(United_States); Cuba; United_States_Congress; United_States_Army; April_22
1898-04-25,1898,4,25,"Spanish–American War: The United States Congress declares that a state of war between the U.S. and Spain has existed since April 21, when an American naval blockade of the Spanish colony of Cuba began.",standard,Spanish–American_War; United_States_declaration_of_war_on_Spain; Blockade; Cuba; April_25
1898-05-01,1898,5,1,"Spanish–American War: Battle of Manila Bay: The Asiatic Squadron of the United States Navy destroys the Pacific Squadron of the Spanish Navy after a seven-hour battle. Spain loses all seven of its ships, and 381 Spanish sailors die. There are no American vessel losses or combat deaths.",standard,Spanish–American_War; Battle_of_Manila_Bay; Asiatic_Squadron; United_States_Navy; Pacific_Squadron; Spanish_Navy; May_1
1898-05-08,1898,5,8,The first games of the Italian football league system are played.,standard,Italian_football_league_system
1898-06-10,1898,6,10,"Spanish–American War: In the Battle of Guantánamo Bay, U.S. Marines begin the American invasion of Spanish-held Cuba.",standard,Spanish–American_War; Battle_of_Guantánamo_Bay; United_States_Marine_Corps; Cuba; June_10
1898-06-11,1898,6,11,"The Hundred Days' Reform, a planned movement to reform social, political, and educational institutions in China, is started by the Guangxu Emperor, but is suspended by Empress Dowager Cixi after 104 days. (The failed reform led to the abolition of the Imperial examination in 1905.)",standard,Hundred_Days'_Reform; Guangxu_Emperor; Empress_Dowager_Cixi; Imperial_examination; 1905
1898-06-12,1898,6,12,Philippine Declaration of Independence: General Emilio Aguinaldo declares the Philippines' independence from Spain.,standard,Philippine_Declaration_of_Independence; Emilio_Aguinaldo; Philippines; June_12
1898-06-13,1898,6,13,"Yukon Territory is formed, with Dawson chosen as its capital.",standard,Yukon; Dawson_City
1898-06-17,1898,6,17,The United States Navy Hospital Corps is established.,standard,Hospital_corpsman
1898-06-21,1898,6,21,"The United States captures Guam from Spain. The few warning shots fired by the U.S. naval vessels are misinterpreted as salutes by the Spanish garrison, which was unaware that the two nations were at war.",standard,Capture_of_Guam; June_21
1898-06-22,1898,6,22,"Spanish–American War: In a chaotic operation, 6,000 men of the U.S. Fifth Army Corps begins landing at Daiquirí, Cuba, about 16 miles (26 km) east of Santiago de Cuba. Lt. Gen. Arsenio Linares y Pombo of the Spanish Army outnumbers them two-to-one, but does not oppose the landings.",standard,Spanish–American_War; Fifth_Army_Corps_(Spanish–American_War); Daiquirí; Santiago_de_Cuba; Arsenio_Linares_y_Pombo; Spanish_Army; June_22
1898-06-27,1898,6,27,"The first solo circumnavigation of the globe is completed by Joshua Slocum from Briar Island, Nova Scotia.",standard,Circumnavigation; Joshua_Slocum; Nova_Scotia
1898-07-01,1898,7,1,"Spanish–American War: The Battle of San Juan Hill is fought in Santiago de Cuba, Cuba.",standard,Spanish–American_War; Battle_of_San_Juan_Hill; Santiago_de_Cuba; July_1
1898-07-03,1898,7,3,"A Spanish squadron, led by Pascual Cervera y Topete, is defeated by an American squadron under William T. Sampson in the Battle of Santiago de Cuba.",standard,Pascual_Cervera_y_Topete; William_T._Sampson; Battle_of_Santiago_de_Cuba; July_3
1898-07-04,1898,7,4,"En route from New York to Le Havre, the SS La Bourgogne collides with another ship and sinks off the coast of Sable Island, with the loss of 549 lives.",standard,Le_Havre; SS_La_Bourgogne; Sable_Island
1898-07-07,1898,7,7,"US president William McKinley signs the Newlands Resolution, annexing Hawaii as a territory of the United States.",standard,President_of_the_United_States; William_McKinley; Newlands_Resolution; Republic_of_Hawaii; Territory_of_Hawaii
1898-07-08,1898,7,8,"The death of crime boss Soapy Smith, killed in the Shootout on Juneau Wharf, releases Skagway, Alaska from his iron grip.",standard,"Soapy_Smith; Shootout_on_Juneau_Wharf; Skagway,_Alaska"
1898-07-25,1898,7,25,"Spanish–American War: The American invasion of Spanish-held Puerto Rico begins, as United States Army troops under General Nelson A. Miles land and secure the port at Guánica.",standard,"Spanish–American_War; Puerto_Rico; United_States_Army; Nelson_A._Miles; Guánica,_Puerto_Rico; July_25"
1898-08-11,1898,8,11,"Spanish–American War: American troops enter the city of Mayagüez, Puerto Rico.",standard,"Spanish–American_War; Mayagüez,_Puerto_Rico"
1898-08-12,1898,8,12,The Hawaiian flag is lowered from ʻIolani Palace in an elaborate annexation ceremony and replaced with the flag of the United States to signify the transfer of sovereignty from the Republic of Hawaii to the United States where it is formally recognized as Hawaii.,standard,Flag_of_Hawaii; ʻIolani_Palace; Flag_of_the_United_States; Republic_of_Hawaii; Hawaii
1898-08-13,1898,8,13,"Spanish–American War: Spanish and American forces engage in a mock battle for Manila, after which the Spanish commander surrendered in order to keep the city out of Filipino rebel hands.",standard,Spanish–American_War; Battle_of_Manila_(1898); Manila; August_13
1898-08-13,1898,8,13,"Carl Gustav Witt discovers 433 Eros, the first near-Earth asteroid to be found.",standard,Carl_Gustav_Witt; 433_Eros; Near-Earth_object
